,Date,Open,High,Low,Close,Volume
0,2025-03-14,81071.5,81290.57,80771.17,81199.41,127.02829351
1,2025-03-13,83659.45,84310.8,79890.0,81073.43,10504.15100874
2,2025-03-12,82911.81,84442.69,80572.21,83659.43,12612.03125479
3,2025-03-11,78548.18,83600.0,76555.0,82914.51,17096.37980265
4,2025-03-10,80708.21,84033.66,77389.0,78544.71,21375.10120997
5,2025-03-09,86206.64,86480.0,80000.0,80699.17,7565.44749561
6,2025-03-08,86753.3,86863.38,85200.0,86206.69,3023.2478665
7,2025-03-07,89915.02,91280.0,84608.27,86756.98,27137.2022302
8,2025-03-06,90607.73,92817.29,87790.5,89921.85,13302.87500105
9,2025-03-05,87247.93,91000.0,86329.22,90603.73,14900.93396554
10,2025-03-04,86161.09,88977.27,81444.0,87249.96,23130.37098654
11,2025-03-03,94265.47,94415.61,85007.01,86161.1,22691.67068614
12,2025-03-02,86018.82,95128.88,85003.35,94265.48,16751.22972996
13,2025-03-01,84297.74,86534.96,83772.54,86018.76,6852.5441262
14,2025-02-28,84627.5,85116.19,78167.81,84297.73,30755.74245077
15,2025-02-27,84111.77,86993.87,82554.11,84625.19,16836.55524727
16,2025-02-26,88583.17,89305.68,82111.12,84111.78,21568.55463119
17,2025-02-25,91509.88,92549.99,85836.18,88583.74,31587.91715546
18,2025-02-24,96266.23,96515.41,91300.0,91510.82,12644.0435007
19,2025-02-23,96578.49,96679.93,95243.91,96265.98,3787.84705335
20,2025-02-22,96157.03,96982.52,95767.95,96582.12,7324.02366243
21,2025-02-21,98347.2,99517.52,94721.92,96157.03,19298.23921958
22,2025-02-20,96632.03,98768.54,96419.07,98347.2,10582.84622768
23,2025-02-19,95612.97,96880.0,95000.01,96632.03,6945.44897339
24,2025-02-18,95781.8,96730.0,93333.0,95607.4,8867.39878431
25,2025-02-17,96119.88,97050.64,95200.0,95781.8,3533.01273263
26,2025-02-16,97596.54,97738.22,96057.68,96119.88,2174.29326885
27,2025-02-15,97507.94,97997.85,97225.01,97596.94,1626.51929078
28,2025-02-14,96625.29,98890.11,96268.56,97509.03,7744.67640105
29,2025-02-13,97864.28,98100.0,95220.0,96625.29,6803.6078927
30,2025-02-12,95770.95,98119.98,94066.92,97862.53,9078.50356189
31,2025-02-11,97451.66,98500.0,94831.07,95774.08,7737.05105717
32,2025-02-10,96481.47,98367.23,95257.2,97444.41,6375.72539123
33,2025-02-09,96476.24,97342.28,94730.67,96475.82,3417.87009701
34,2025-02-08,96536.93,96919.05,95682.33,96476.25,2972.45715184
35,2025-02-07,96575.24,100235.79,95614.96,96537.08,12171.82534167
36,2025-02-06,96635.62,99182.15,95674.96,96564.62,9168.94674634
37,2025-02-05,97795.06,99230.49,96161.01,96638.33,9308.59185883
38,2025-02-04,101460.15,101812.23,96145.76,97795.05,14168.7031661
39,2025-02-03,97676.53,102599.85,91178.01,101460.2,31328.72219576
40,2025-02-02,100623.88,101459.84,96179.0,97676.52,10366.65062753
41,2025-02-01,102414.05,102781.65,100250.0,100623.85,3390.25555744
42,2025-01-31,104742.63,106090.0,101506.0,102411.26,13313.68104489
43,2025-01-30,103747.25,106484.77,103289.74,104742.64,13061.34881233
44,2025-01-29,101290.01,104829.64,101275.6,103747.25,11401.29813651
45,2025-01-28,102063.92,103770.85,100213.8,101290.0,9485.4685812
46,2025-01-27,102565.28,103228.46,97715.03,102062.42,23646.33771582
47,2025-01-26,104729.92,105478.8,102452.24,102563.0,4575.36611531
48,2025-01-25,104866.13,105294.0,104104.0,104733.56,3404.85308291
49,2025-01-24,103926.36,107200.0,102751.92,104850.27,12921.99361413
50,2025-01-23,103659.6,106870.87,101200.01,103926.36,25064.86499945
51,2025-01-22,106159.27,106431.34,103100.0,103667.11,10730.018962
52,2025-01-21,102145.42,107291.1,100051.0,106159.26,19411.23488978
53,2025-01-20,101217.78,109358.01,99416.27,102145.43,32342.18311338
54,2025-01-19,104435.01,106314.44,99518.0,101211.13,13312.63685598
55,2025-01-18,104107.0,104933.15,102233.45,104435.0,7835.2994471
56,2025-01-17,99981.46,105970.0,99937.81,104107.0,20518.30949325
57,2025-01-16,100504.27,100880.0,97277.58,99981.78,12312.37366854
58,2025-01-15,96534.97,100716.45,96400.0,100510.23,13600.98371987
59,2025-01-14,94507.35,97353.29,94311.36,96534.96,11210.73131611
60,2025-01-13,94507.24,95900.0,89028.64,94506.45,13094.86359481
61,2025-01-12,94569.91,95383.84,93670.3,94509.62,2025.81612971
62,2025-01-11,94701.48,94983.65,93804.05,94565.02,2638.69956767
63,2025-01-10,92547.44,95862.92,92209.25,94701.18,12634.03407823
64,2025-01-09,95033.18,95363.26,91187.0,92547.44,9712.37853215
65,2025-01-08,96941.98,97254.35,92500.0,95036.63,14182.29739458
66,2025-01-07,102279.41,102735.99,96105.11,96941.98,16587.2869223
67,2025-01-06,98347.65,102500.0,97900.0,102279.41,15173.44718169
68,2025-01-05,98209.85,98814.0,97250.0,98345.33,2377.92175899
69,2025-01-04,98139.85,98761.02,97516.65,98209.85,2742.08960614
70,2025-01-03,96905.48,98969.92,96016.63,98136.51,9021.88538159
71,2025-01-02,94383.59,97776.99,94177.0,96903.19,10912.47383962
72,2025-01-01,93347.59,94960.91,92743.63,94383.59,6871.73848196
73,2024-12-31,92620.7,96148.94,91887.13,93354.22,10348.6325655
74,2024-12-30,93563.35,94910.48,91271.19,92620.71,15271.24432744
75,2024-12-29,95125.59,95170.06,92841.48,93563.35,3417.52751094
76,2024-12-28,94171.7,95534.17,94002.72,95130.82,2722.6591363
77,2024-12-27,95669.4,97340.47,93234.31,94171.89,13169.12897588
78,2024-12-26,99358.67,99887.0,95083.93,95669.49,11403.37268934
79,2024-12-25,98594.47,99484.92,97557.48,99346.28,5254.2370598
80,2024-12-24,94767.88,99444.0,93426.25,98594.47,13355.36314305
81,2024-12-23,95091.15,96430.08,92360.91,94764.56,13476.98947566
82,2024-12-22,97230.09,97387.98,94182.98,95087.75,4933.50127735
83,2024-12-21,97762.75,99596.57,96368.0,97230.08,6451.43271418
84,2024-12-20,97372.2,98132.47,92115.66,97765.0,21766.62386138
85,2024-12-19,100148.6,102796.22,95539.67,97372.21,23522.12863874
86,2024-12-18,106145.83,106528.13,99939.82,100150.73,22294.42835455
87,2024-12-17,106099.98,108388.88,105337.97,106136.99,11994.58863972
88,2024-12-16,104445.15,107857.79,103289.21,106099.81,22575.87902891
89,2024-12-15,101400.0,105100.0,101221.34,104447.76,7796.33358128
90,2024-12-14,101428.74,102650.0,100600.0,101399.99,4181.40180281
91,2024-12-13,100024.75,101959.13,99220.81,101428.75,13327.59954074
92,2024-12-12,101211.61,102595.0,99298.39,100030.47,14796.92456547
93,2024-12-11,96660.75,101984.98,95722.79,101202.11,21190.23753294
94,2024-12-10,97330.66,98338.17,94273.38,96660.76,20620.53877488
95,2024-12-09,101175.0,101290.73,94220.8,97324.81,20103.05073464
96,2024-12-08,99919.2,101435.05,98729.66,101174.99,4230.35225168
97,2024-12-07,99885.37,100583.27,99012.73,99929.32,4774.3508777
98,2024-12-06,97049.47,102104.12,96424.2,99891.35,17801.21293952
99,2024-12-05,98746.24,104000.0,92055.86,97044.23,36399.8182427
100,2024-12-04,95924.85,99263.2,94634.85,98746.24,17528.92050771
101,2024-12-03,95862.89,96310.1,93571.3,95924.52,17898.7046212
102,2024-12-02,97259.17,98200.0,94400.63,95862.89,15554.61486745
103,2024-12-01,96464.95,97895.9,95753.42,97263.18,4039.27591451
104,2024-11-30,97489.8,97509.6,96129.73,96465.42,3476.04255853
105,2024-11-29,95665.53,98750.0,95383.46,97490.56,12587.02498942
106,2024-11-28,95951.19,96676.31,94671.59,95665.53,5586.55288339
107,2024-11-27,91929.53,97386.06,91747.46,95951.19,15213.90946356
108,2024-11-26,93001.48,95004.92,90682.58,91929.54,17848.01962899
109,2024-11-25,98032.06,98999.0,92534.93,93000.01,20695.912495
110,2024-11-24,97778.78,98700.0,95780.77,98028.18,8654.77135767
111,2024-11-23,99024.03,99044.11,97215.01,97778.77,12072.47203722
112,2024-11-22,98439.1,99860.0,97209.52,99024.03,29936.62215019
113,2024-11-21,94384.15,99073.53,94127.2,98439.09,31188.09394751
114,2024-11-20,92445.04,94989.99,91600.0,94393.15,20329.039987
115,2024-11-19,90521.32,94105.84,90403.24,92435.89,18267.16111244
116,2024-11-18,89877.11,92674.8,89372.65,90520.3,17340.77166451
117,2024-11-17,90638.54,91439.82,88713.64,89886.69,5574.55122824
118,2024-11-16,91058.36,91820.73,90069.21,90636.24,6598.0269304
119,2024-11-15,87338.96,91934.62,87100.83,91058.36,20388.33115227
120,2024-11-14,90499.4,91831.25,86672.07,87340.4,23422.75915863
121,2024-11-13,88035.43,93495.0,86220.5,90493.82,42318.6909168
122,2024-11-12,88770.74,90100.0,85010.0,88035.43,40111.80924643
123,2024-11-11,80427.69,89666.0,80277.34,88770.73,35560.11866694
124,2024-11-10,76716.06,81534.28,76535.33,80428.92,16728.21105103
125,2024-11-09,76566.72,76952.67,75758.58,76716.06,4836.57005338
126,2024-11-08,75925.0,77312.18,75654.26,76566.73,18378.39876264
127,2024-11-07,75646.55,76999.0,74463.96,75920.0,21932.40207681
128,2024-11-06,69380.64,76509.56,69285.82,75646.55,45398.11837369
129,2024-11-05,67810.15,70557.67,67427.53,69380.73,12867.66127618
130,2024-11-04,68736.4,69453.94,66783.77,67807.48,12431.01371517
131,2024-11-03,69360.95,69364.65,67444.0,68738.18,6758.88506466
132,2024-11-02,69466.64,69891.92,69000.0,69358.94,2203.99644104
133,2024-11-01,70198.02,71620.0,68720.0,69467.29,15295.28781188
134,2024-10-31,72322.91,72684.02,69559.33,70197.83,14726.78460342
135,2024-10-30,72724.35,72948.6,71400.01,72322.91,13543.49337837
136,2024-10-29,69924.49,73624.98,69705.76,72724.35,20616.91187006
137,2024-10-28,67943.18,70235.98,67532.48,69924.5,16140.14013624
138,2024-10-27,67008.15,68261.37,66836.78,67943.19,2819.59766921
139,2024-10-26,66564.51,67365.18,66331.95,67012.56,2949.2199701
140,2024-10-25,68156.84,68742.38,65500.01,66564.51,14485.49253537
141,2024-10-24,66601.1,68800.0,66445.32,68156.84,10016.19830413
142,2024-10-23,67389.7,67415.65,65149.51,66601.11,9021.17140157
143,2024-10-22,67346.15,67800.0,66535.0,67380.08,8598.06472763
144,2024-10-21,69014.87,69498.0,66802.0,67346.15,10226.59346669
145,2024-10-20,68363.73,69380.0,68083.18,69014.86,2632.89214855
146,2024-10-19,68426.11,68689.29,68005.83,68363.73,1868.86958754
147,2024-10-18,67399.86,69000.62,67149.24,68426.11,11802.74441943
148,2024-10-17,67608.45,67926.99,66629.97,67402.33,7912.22639285
149,2024-10-16,67056.62,68399.0,66743.0,67608.44,12465.75691229
150,2024-10-15,66065.64,67944.76,64778.44,67056.6,16324.01191342
151,2024-10-14,62847.89,66500.0,62426.67,66065.65,13638.71106556
152,2024-10-13,63183.08,63270.18,62033.0,62845.3,2257.61460657
153,2024-10-12,62518.75,63474.25,62464.15,63187.47,3943.90648994
154,2024-10-11,60279.53,63416.7,60029.98,62518.75,11454.9900534
155,2024-10-10,60578.28,61271.59,58863.9,60279.53,10462.57962276
156,2024-10-09,62118.44,62507.68,60255.0,60578.28,7582.36723494
157,2024-10-08,62203.82,63191.05,61824.48,62122.02,6566.33034742
158,2024-10-07,62810.93,64467.02,62113.28,62200.28,10707.1500015
159,2024-10-06,62051.29,62978.75,61805.85,62810.86,2086.21821773
160,2024-10-05,62090.7,62380.04,61686.34,62051.29,1783.56564961
161,2024-10-04,60745.0,62481.0,60454.5,62090.71,7884.21831808
162,2024-10-03,60631.36,61474.92,59824.87,60744.99,7834.55718072
163,2024-10-02,60792.63,62380.34,59969.2,60631.37,8764.03050337
164,2024-10-01,63305.52,64106.75,60150.89,60790.0,15970.80295516
165,2024-09-30,65600.01,65624.95,62833.95,63301.25,10629.74147917
166,2024-09-29,65857.33,66059.0,65433.29,65600.01,2721.35197741
167,2024-09-28,65787.53,66266.39,65400.0,65858.99,2755.22680581
168,2024-09-27,65176.39,66550.0,64827.85,65789.0,9529.0168808
169,2024-09-26,63131.13,65865.0,62652.99,65177.21,12789.85035505
170,2024-09-25,64272.93,64811.0,62932.8,63130.89,5909.09510453
171,2024-09-24,63338.85,64700.0,62689.15,64272.93,8933.46473574
172,2024-09-23,63580.39,64739.67,62566.28,63338.87,7014.74459935
173,2024-09-22,63362.74,64000.0,62380.55,63577.66,2882.2341982
174,2024-09-21,63210.94,63575.63,62755.0,63362.74,1960.85712028
175,2024-09-20,62956.04,64140.67,62340.0,63210.69,10636.1082809
176,2024-09-19,61770.38,63891.82,61569.16,62960.14,15075.86835522
177,2024-09-18,60317.38,61800.0,59174.5,61769.18,11471.50683029
178,2024-09-17,58209.76,61373.41,57620.27,60312.6,11701.89074715
179,2024-09-16,59122.7,59214.15,57477.0,58208.75,7654.10991835
180,2024-09-15,60012.34,60402.34,58695.75,59122.33,3975.3568185
181,2024-09-14,60543.35,60660.0,59436.8,60012.35,3147.39019631
182,2024-09-13,58137.33,60670.0,57630.01,60543.35,11935.95544754
183,2024-09-12,57352.92,58600.0,57311.15,58137.54,10175.62390483
184,2024-09-11,57641.15,58014.35,55534.41,57352.79,11678.94297124
185,2024-09-10,57047.82,58050.35,56377.76,57645.59,6433.21371111
186,2024-09-09,54881.1,58119.97,54565.56,57053.9,10203.03329517
187,2024-09-08,54159.6,55315.95,53623.95,54881.11,3684.86816392
188,2024-09-07,53950.0,54847.0,53733.1,54156.33,3284.57722628
189,2024-09-06,56156.82,56995.0,52530.0,53950.01,18495.45064356
190,2024-09-05,57971.0,58326.12,55628.04,56156.82,12281.57828747
191,2024-09-04,57460.5,58531.25,55555.0,57971.0,13715.96171494
192,2024-09-03,59138.89,59825.7,57394.49,57468.84,8264.44971184
193,2024-09-02,57291.21,59423.0,57119.01,59139.83,4318.6544603
194,2024-09-01,58968.37,59070.55,57200.0,57299.0,4411.05388122
195,2024-08-31,59117.59,59446.99,58739.31,58968.37,1368.21775121
196,2024-08-30,59353.12,59929.63,57700.0,59112.77,9382.9124508
197,2024-08-29,59047.94,61194.09,58729.39,59364.47,10933.22040343
198,2024-08-28,59437.68,60236.98,57851.62,59045.88,10001.12169866
199,2024-08-27,62840.09,63226.26,58025.49,59439.64,14195.89496578
200,2024-08-26,64250.01,64509.36,62806.8,62840.0,10741.96651081
201,2024-08-25,64179.63,65050.08,63793.74,64251.93,4012.30764642
202,2024-08-24,64091.63,64529.78,63564.22,64179.63,5020.91676004
203,2024-08-23,60383.28,64987.0,60343.2,64086.72,17852.77117167
204,2024-08-22,61167.54,61430.48,59750.0,60383.29,9608.6955368
205,2024-08-21,59017.59,61849.98,58793.89,61163.28,13380.11101719
206,2024-08-20,59455.81,61457.03,58571.96,59017.59,11062.05279919
207,2024-08-19,58436.2,59639.81,57820.0,59452.67,8539.29378706
208,2024-08-18,59497.49,60284.99,58422.0,58437.9,4325.64817169
209,2024-08-17,58888.99,59711.02,58803.45,59497.49,2787.56355634
210,2024-08-16,57543.57,59871.61,57096.56,58888.99,11930.21788221
211,2024-08-15,58690.62,59883.49,56120.0,57543.61,14506.63316989
212,2024-08-14,60603.19,61827.2,58453.56,58690.62,12938.61473824
213,2024-08-13,59358.78,61615.43,58402.01,60603.19,10879.76363828
214,2024-08-12,58717.44,60721.77,57653.31,59358.78,12183.92944247
215,2024-08-11,60935.01,61868.69,58312.63,58722.49,5229.37008498
216,2024-08-10,60864.71,61500.0,60255.61,60935.02,3157.63609699
217,2024-08-09,61704.05,61764.38,59552.46,60862.13,11569.80744379
218,2024-08-08,55144.14,62755.24,54737.32,61705.58,20623.04985861
219,2024-08-07,56048.07,57757.15,54564.15,55148.1,13971.5151871
220,2024-08-06,54037.9,57091.16,53965.57,56048.08,16897.67519536
221,2024-08-05,58131.31,58282.83,49050.01,54029.12,59125.78926672
222,2024-08-04,60674.93,61082.3,57123.0,58130.95,10319.01091658
223,2024-08-03,61418.06,62171.58,59819.13,60674.93,8019.39450918
224,2024-08-02,65293.48,65557.86,61150.0,61418.06,15390.00963957
225,2024-08-01,64609.61,65593.56,62212.81,65288.18,15636.72205775
226,2024-07-31,66169.68,66837.4,64500.0,64609.62,8986.37529253
227,2024-07-30,66767.14,66994.15,65283.68,66169.68,8733.57157991
228,2024-07-29,68244.3,70000.0,66400.01,66771.45,13641.48475825
229,2024-07-28,67901.81,68308.82,67021.8,68244.3,3505.5483691
230,2024-07-27,67921.46,69418.15,66635.28,67899.41,10233.62198513
231,2024-07-26,65795.52,68216.66,65705.6,67924.08,9315.20918753
232,2024-07-25,65358.86,66161.98,63412.46,65795.42,10452.25571747
233,2024-07-24,65939.24,67131.17,65090.61,65366.4,7702.25551129
234,2024-07-23,67560.03,67786.84,65444.3,65939.24,10791.03782177
235,2024-07-22,68181.16,68495.0,66569.42,67558.22,11844.79119584
236,2024-07-21,67163.82,68380.0,65820.18,68181.28,6027.86201344
237,2024-07-20,66707.61,67635.0,66271.0,67163.83,4671.38885135
238,2024-07-19,63977.64,67504.22,63289.15,66707.61,15163.05745737
239,2024-07-18,64085.82,65130.88,63222.6,63982.86,7637.52760383
240,2024-07-17,65086.55,66139.0,63853.99,64085.81,10647.79709095
241,2024-07-16,64757.16,65405.89,62410.33,65088.99,14691.92002303
242,2024-07-15,60804.97,64943.61,60666.59,64757.16,20601.73387957
243,2024-07-14,59224.58,61428.67,59209.2,60808.42,6132.37403058
244,2024-07-13,57908.61,59875.0,57770.92,59224.58,4255.10545721
245,2024-07-12,57343.66,58550.0,56538.33,57909.03,10516.60400149
246,2024-07-11,57713.4,59533.06,57036.41,57340.77,11433.53379518
247,2024-07-10,58047.86,59481.93,57157.28,57712.59,11619.63229345
248,2024-07-09,56701.18,58295.31,56276.37,58047.86,11757.76025902
249,2024-07-08,55852.61,58200.0,54278.93,56699.43,19043.04861272
250,2024-07-07,58240.36,58448.89,55717.23,55854.09,5320.91645368
251,2024-07-06,56634.53,58481.97,56020.32,58244.75,6449.32501293
252,2024-07-05,57036.45,57515.6,53499.9,56639.43,28052.41501655
253,2024-07-04,60145.01,60429.27,56709.73,57042.14,17969.35692426
254,2024-07-03,62039.44,62197.01,59332.76,60145.01,12066.71677065
255,2024-07-02,62830.94,63223.57,61000.0,62040.22,10688.64132628
256,2024-07-01,62669.14,63801.26,62448.46,62830.13,12326.70696465
257,2024-06-30,60884.44,62942.67,60611.01,62668.26,4263.22924826
258,2024-06-29,60312.36,61122.66,60273.8,60885.67,3199.03650127
259,2024-06-28,61611.43,62170.62,59868.0,60313.35,11381.0258738
260,2024-06-27,60818.86,62346.16,60546.94,61615.39,10530.35898848
261,2024-06-26,61794.47,62470.0,60656.8,60816.68,11392.79835017
262,2024-06-25,60262.16,62400.0,60217.36,61789.71,15201.5824773
263,2024-06-24,63169.36,63343.91,58414.28,60263.0,21418.04594647
264,2024-06-23,64235.0,64499.95,63125.75,63171.43,2054.79092364
265,2024-06-22,64120.28,64523.91,63910.01,64235.01,2324.21500373
266,2024-06-21,64840.89,65017.1,63300.93,64120.28,9816.79599936
267,2024-06-20,64945.67,66455.52,64500.0,64840.88,9346.70807899
268,2024-06-19,65150.9,65709.26,64635.48,64943.79,4958.38361329
269,2024-06-18,66481.81,66574.33,64010.01,65152.8,15937.73176483
270,2024-06-17,66629.38,67274.96,65050.0,66481.81,14487.64060903
271,2024-06-16,66192.0,66931.18,65999.0,66628.75,2118.65163435
272,2024-06-15,66004.36,66428.57,65800.86,66192.0,2004.1421548
273,2024-06-14,66746.46,67322.72,65005.0,66004.39,11520.15791899
274,2024-06-13,68248.59,68474.49,66200.0,66738.85,11916.13211129
275,2024-06-12,67316.52,70032.0,66883.32,68248.6,17140.01139413
276,2024-06-11,69495.97,69547.82,66018.69,67316.53,17354.68915468
277,2024-06-10,69641.08,70187.53,69141.51,69497.73,6088.40363232
278,2024-06-09,69303.8,69848.94,69123.99,69637.87,1826.03995531
279,2024-06-08,69326.71,69546.58,69126.22,69304.05,2631.94610412
280,2024-06-07,70773.63,71974.04,68298.55,69324.53,13768.98185265
281,2024-06-06,71120.65,71650.56,70093.98,70773.64,7716.5079994
282,2024-06-05,70541.68,71804.13,70356.49,71121.11,10123.1802918
283,2024-06-04,68791.04,71108.9,68542.37,70542.32,18042.19396496
284,2024-06-03,67731.14,70295.78,67568.0,68791.0,11884.90882705
285,2024-06-02,67719.29,68411.0,67260.0,67735.52,2997.15241527
286,2024-06-01,67473.07,67837.33,67371.28,67719.29,1949.57008052
287,2024-05-31,68338.58,69024.71,66584.47,67472.41,10690.85876224
288,2024-05-30,67569.44,69536.89,67092.91,68338.58,11841.26381893
289,2024-05-29,68321.99,68864.11,67081.66,67569.45,8970.02059069
290,2024-05-28,69366.31,69533.96,67194.59,68321.98,11975.93086328
291,2024-05-27,68470.8,70613.39,68210.12,69368.72,5384.62278063
292,2024-05-26,69289.69,69522.0,68097.38,68473.72,2037.67329089
293,2024-05-25,68545.52,69605.03,68487.44,69289.67,2501.11901959
294,2024-05-24,67932.79,69278.75,66587.91,68547.8,10374.95988085
295,2024-05-23,69109.93,70066.95,66259.0,67940.45,14340.27843589
296,2024-05-22,70142.88,70659.99,68887.52,69109.93,10889.10300904
297,2024-05-21,71432.16,71980.0,69146.01,70142.84,16102.06132545
298,2024-05-20,66260.04,71560.9,66057.03,71432.17,20415.88691709
299,2024-05-19,66923.87,67701.91,65852.02,66261.62,3565.11346165
300,2024-05-18,67046.34,67407.79,66624.06,66923.87,3880.58113972
301,2024-05-17,65252.17,67500.0,65113.46,67046.33,11710.00723895
302,2024-05-16,66244.68,66772.83,64588.5,65252.18,12012.70197182
303,2024-05-15,61539.7,66480.0,61299.57,66244.69,21821.38858725
304,2024-05-14,62927.44,63103.02,61024.51,61539.84,13456.61307634
305,2024-05-13,61453.01,63456.18,60738.51,62932.37,9170.80865115
306,2024-05-12,60814.64,61843.45,60576.05,61453.02,2694.97577935
307,2024-05-11,60787.99,61482.0,60450.13,60814.63,2338.06810837
308,2024-05-10,63073.55,63470.0,60150.0,60787.47,11511.12990976
309,2024-05-09,61169.53,63424.14,60601.6,63073.57,8360.0553824
310,2024-05-08,62315.75,63013.05,60851.04,61169.53,7486.42596849
311,2024-05-07,63161.35,64415.06,62252.64,62315.76,8994.93773002
312,2024-05-06,64023.45,65523.44,62704.48,63162.24,11241.77217344
313,2024-05-05,63902.88,64636.75,62908.34,64023.45,4474.5195919
314,2024-05-04,62913.03,64546.0,62565.82,63902.88,6414.57464352
315,2024-05-03,59070.3,63365.72,58821.05,62913.03,15954.29032707
316,2024-05-02,58267.81,59641.03,56903.79,59071.89,13593.00905888
317,2024-05-01,60621.2,60785.49,56500.0,58265.59,26611.9312734
318,2024-04-30,63845.01,64727.81,59040.3,60622.1,21106.65540758
319,2024-04-29,63109.76,64200.0,61741.01,63844.85,10712.13554316
320,2024-04-28,63422.34,64333.33,62743.81,63108.94,4415.96831554
321,2024-04-27,63742.39,63900.0,62389.0,63422.0,5312.16741262
322,2024-04-26,64484.44,64810.0,63287.76,63742.39,10151.96247701
323,2024-04-25,64255.77,65287.69,62747.18,64484.44,13256.29877715
324,2024-04-24,66418.0,67077.97,63542.56,64255.78,15083.5524347
325,2024-04-23,66856.07,67225.66,65823.66,66414.16,8840.16749844
326,2024-04-22,64952.92,67272.73,64520.0,66859.17,10977.05178637
327,2024-04-21,64960.82,65725.81,64250.0,64952.92,4487.48723219
328,2024-04-20,63841.96,65463.08,63121.15,64968.87,5157.40726514
329,2024-04-19,63514.84,65498.99,59573.32,63848.37,22838.07934159
330,2024-04-18,61275.73,64210.0,60816.07,63513.85,15249.84211445
331,2024-04-17,63814.94,64524.14,59648.33,61279.36,21812.15297865
332,2024-04-16,63452.18,64400.0,61645.09,63814.94,17710.28213211
333,2024-04-15,65764.56,66928.82,62315.08,63452.18,21672.73701332
334,2024-04-14,64021.36,65890.91,62150.0,65777.05,21604.05147827
335,2024-04-13,67148.62,69100.0,60822.01,64024.77,27548.47240557
336,2024-04-12,70020.71,71265.74,65110.31,67148.61,23509.75554216
337,2024-04-11,70638.4,71305.86,69530.0,70020.73,11001.16448135
338,2024-04-10,69115.79,71159.6,67463.07,70634.04,16655.987797
339,2024-04-09,71616.31,71761.37,68200.0,69117.01,15143.52341376
340,2024-04-08,69350.36,72777.0,69037.33,71622.53,16648.69284289
341,2024-04-07,68919.57,70312.0,68846.23,69350.34,5766.41938443
342,2024-04-06,67856.51,69685.0,67469.19,68919.89,3985.44167764
343,2024-04-05,68528.69,68783.99,66000.0,67856.51,15515.82134206
344,2024-04-04,65984.18,69367.19,65073.95,68525.23,18624.08140025
345,2024-04-03,65472.0,66944.06,64500.0,65987.92,14506.55934744
346,2024-04-02,69681.85,69711.0,64521.61,65464.14,23496.58634089
347,2024-04-01,71291.5,71313.8,68055.15,69681.82,13916.60016523
348,2024-03-31,69623.86,71399.91,69587.86,71288.9,4424.66955382
349,2024-03-30,69903.74,70363.25,69569.03,69626.87,3262.62331859
